Onekp_index_id,Onekp_index_id_2,Onekp_index_id_3,Onekp_index_id_4,Onekp_index_id_5,Onekp_index_id_6,Phyto_species,Description,Order,Species,TaxId
IAYV,,,,,,,Outgroup,Outgroup,Rhodomonas_sp,77929
JDTY,,,,,,,Monocots/Commelinids,Asparagales,Rhodophiala_pratensis,1263231
YUOM,,,,,,,Core_eudicots/Rosids,Sapindales,Rhus_radicans,43853
JADL,,,,,,,Bryophytes,Hypnales,Rhynchostegium_serrulatum,283383
WSPM,,,,,,,Bryophytes,Hypnales,Rhytidiadelphus_loreus,94452
SYHW,,,,,,,Core_eudicots,Saxifragales,Ribes_giraldii,175200
WJLO,,,,,,,Liverworts,Marchantiales,Riccia_berychiana,53035
PAZJ,,,,,,Rcommunis_v0.1,Core_eudicots/Rosids,Malpighiales,Ricinus_communis,3988
HUSX,,,,,,,Core_eudicots/Asterids,Ericales,Roridula_gorgonias,3772
,,,,,,Rislandica_v1.1,Core_eudicots/Rosids,Brassicales,Rorippa_islandica,
IANR,,,,,,,Core_eudicots/Rosids,Rosales,Rosa_palustris,267247
FDMM,,,,,,,Core_eudicots/Asterids,Lamiales,Rosmarinus_officinalis,39367
XWHK,,,,,,,Bryophytes,Bryales,Rosulabryum_capillare,
XRTZ,,,,,,,Charophyta_algae,Zygnematales,Roya_obtusa,104537
AYIY,,,,,,,Core_eudicots/Asterids,Lamiales,Ruellia_brittoniana,440931
LSJW,,,,,,,Monocots/Commelinids,Asparagales,Ruscus_sp,59066
HWUP,,,,,,,Monocots/Commelinids,Arecales,Sabal_bermudana,115515
SRSQ,,,,,,,Outgroup,Outgroup,Saccharina_japonica,
RAPY,,,,,,,Outgroup,Outgroup,Saccharina_sculpera,
DWZT,,,,,,,Monocots/Commelinids,Alismatales,Sagittaria_latifolia,15008
RWKR,,,,,,,Core_eudicots/Asterids,Lamiales,Saintpaulia_ionantha,85262
INQX,,,,,,,Core_eudicots/Rosids,Malpighiales,Salix_acutifolia,1233969
IEPQ,,,,,,,Core_eudicots/Rosids,Malpighiales,Salix_dasyclados,77061
GLVK,,,,,,,Core_eudicots/Rosids,Malpighiales,Salix_eriocephala,285592
RZTJ,,,,,,,Core_eudicots/Rosids,Malpighiales,Salix_fargesii,439899
LFOG,,,,,,Spurpurea_v5.1,Core_eudicots/Rosids,Malpighiales,Salix_purpurea,77065
TDTF,,,,,,,Core_eudicots/Rosids,Malpighiales,Salix_sachalinensis,75718
KKDQ,,,,,,,Core_eudicots/Rosids,Malpighiales,Salix_viminalis,40686
RTTY,,,,,,,Core_eudicots/Rosids,Brassicales,Salvadora_sp,4325
EQDA,,,,,,,Core_eudicots/Asterids,Lamiales,Salvia_spp,21880
QRNU,ZJRC,SNBI,,,,,Core_eudicots/Asterids,Dipsacales,Sambucus_canadensis,57008
NBMW,,,,,,,Core_eudicots/Asterids,Lamiales,Sanchezia_sp,24028
XHKT,,,,,,,Eudicots,Ranunculales,Sanguinaria_canadensis,3472
QNOC,,,,,,,Core_eudicots/Rosids,Rosales,Sanguisorba_minor,137456
MVRF,,,,,,,Monocots/Commelinids,Asparagales,Sansevieria_trifasciata,39534
RSPO,,,,,,,Eudicots,Santalales,Santalum_acuminatum,453076
SKNL,,,,,,,Eudicots,Caryophyllales,Saponaria_officinalis,3572
OSHQ,,,,,,,Basal_angiosperms,Chloranthales,Sarcandra_glabra,92927
GIWN,,,,,,,Eudicots,Caryophyllales,Sarcobatus_vermiculatus,46107
SERM,,,,,,,Core_eudicots/Asterids,Ericales,Sarcodes_sanguinea,4351
LDRY,,,,,,,Outgroup,Outgroup,Sargassum_fusiforme,
VYER,,,,,,,Outgroup,Outgroup,Sargassum_hemiphyllum,127544
FIKG,,,,,,,Outgroup,Outgroup,Sargassum_henslowianum,703908
RWXW,,,,,,,Outgroup,Outgroup,Sargassum_horneri,74089
FOMH,,,,,,,Outgroup,Outgroup,Sargassum_integerrimum,1159339
JGGD,,,,,,,Outgroup,Outgroup,Sargassum_muticum,74468
YRMA,,,,,,,Outgroup,Outgroup,Sargassum_thunbergii,127542
HFIK,,,,,,,Outgroup,Outgroup,Sargassum_vachellianum,1155129
QDVW,,,,,,,Magnoliids,Piperales,Saruma_henryi,13258
ABSS,,,,,,,Magnoliids,Laurales,Sassafras_albidum,46945
OPDF,,,,,,,Magnoliids,Piperales,Saururus_cernuus,13260
QCGM,,,,,,,Acrogymnospermae,Pinales,Saxegothaea_conspicua,56905
FCBJ,,,,,,,Core_eudicots,Saxifragales,Saxifraga_stolonifera,182070
HUQC,,,,,,,Core_eudicots/Asterids,Asterales,Scaevola_mossambicensis,16480
IRBN,,,,,,,Liverworts,Jungermanniales,Scapania_nemorosa,41848
PZIF,,,,,,,Chlorophyta_algae,Sphaeropleales,Scenedesmus_dimorphus,119574
EEAQ,,,,,,,Ferns,Ophioglossales,Sceptridium_dissectum,93613
FMVB,,,,,,,Chlorophyta_algae,Chlorodendrales,Scherffelia_dubia,3190
OLES,,,,,,,Eudicots,Caryophyllales,Schiedea_membranacea,270404
LGOW,,,,,,,Liverworts,Jungermanniales,Schistochila_sp,95791
WMUK,,,,,,,Core_eudicots/Rosids,Malvales,Schizolaena_sp,1799627
GAKQ,WOHL,,,,,,Core_eudicots/Asterids,Lamiales,Schlegelia_parasitica,1799629
EDXZ,,,,,,,Core_eudicots/Asterids,Lamiales,Schlegelia_violacea,882113
,,,,,,Sparvula_v2.2,Core_eudicots/Rosids,Brassicales,Schrenkiella_parvula,
IGUH,,,,,,,Bryophytes,Hypnales,Schwetschkeopsis_fabronia,129283
YFZK,,,,,,,Acrogymnospermae,Pinales,Sciadopitys_verticillata,28979
BPSG,,,,,,,Bryophytes,Grimmiales,Scouleria_aquatica,67421
EGNB,,,,,,,Chlorophyta_algae,Scourfieldiales,Scourfieldia_sp,163104
ATYL,,,,,,,Core_eudicots/Asterids,Lamiales,Scutellaria_montana,1799630
ULXR,,,,,,,Ochrophyta_algae,Ectocarpales,Scytosiphon_dotyo,180438
JCXF,,,,,,,Ochrophyta_algae,Ectocarpales,Scytosiphon_lomentaria,27967
ZYCD,,,,,,,Lycophytes,Selaginellales,Selaginella_acanthonota,1715361
LGDQ,,,,,,,Lycophytes,Selaginellales,Selaginella_apoda,39585
ZFGK,,,,,,,Lycophytes,Selaginellales,Selaginella_kraussiana,81964
ABIJ,,,,,,,Lycophytes,Selaginellales,Selaginella_lepidophylla,59777
ZZOL,,,,,,Smoellendorffii_v1.0,Lycophytes,Selaginellales,Selaginella_moellendorffii,137175
KUXM,,,,,,,Lycophytes,Selaginellales,Selaginella_selaginoides,69996
JKAA,,,,,,,Lycophytes,Selaginellales,Selaginella_wallacei,189577
KJYC,,,,,,,Lycophytes,Selaginellales,Selaginella_willdenowii,137179
BMSE,,,,,,,Core_eudicots/Asterids,Asterales,Senecio_rowleyanus,189246
KZED,,,,,,,Core_eudicots/Rosids,Fabales,Senna_hebecarpa,1582321
HBGV,,,,,,,Acrogymnospermae,Pinales,Sequoia_sempervirens,28980
QFAE,,,,,,,Acrogymnospermae,Pinales,Sequoiadendron_giganteum,99814
HXJE,,,,,,,Monocots/Commelinids,Arecales,Serenoa_repens,4722
HZTS,,,,,,,Eudicots,Caryophyllales,Sessuvium_portulacastrum,221166
OPZX,EDIT,ZJDK,,,,,Eudicots,Caryophyllales,Sesuvium_verrucosum,115629
,,,,,,Sitalica_v2.2,Monocots/Commelinids,Poales,Setaria_italica,
,,,,,,Sviridis_v2.1,Monocots/Commelinids,Poales,Setaria_viridis,
OXYP,,,,,,,Core_eudicots/Asterids,Ericales,Sideroxylon_reclinatum,233751
FZQN,,,,,,,Eudicots,Caryophyllales,Silene_latifolia,37657
EYKJ,,,,,,,Core_eudicots/Asterids,Asterales,Silybum_marianum,92921
CVDF,,,,,,,Eudicots,Caryophyllales,Simmondsia_chinensis,3999
VMNH,,,,,,Salba_v3.1,Core_eudicots/Rosids,Brassicales,Sinapis_alba,3728
DTNC,,,,,,,Core_eudicots/Asterids,Lamiales,Sinningia_tuberosa,189042
AXBO,,,,,,,Core_eudicots/Asterids,Ericales,Sinojackia_xylocarpa,168123
PYDB,,,,,,,Rhodophyta_algae,Halymeniales,Sinotubimorpha_guangdongensis,118369
LTZF,,,,,,,Monocots/Commelinids,Asparagales,Sisyrinchium_angustifolium,244039
MWYQ,,,,,,,Monocots/Commelinids,Liliales,Smilax_bonaNox,50510
GHLP,,,,,,,Core_eudicots/Asterids,Solanales,Solanum_dulcamara,45834
DLAI,,,,,,,Core_eudicots/Asterids,Solanales,Solanum_lasiophyllum,374014
Solly_iTAGv2.3,,,,,,Slycopersicum_ITAG4.0,Core_eudicots/Asterids,Solanales,Solanum_lycopersicum,
DLJZ,,,,,,,Core_eudicots/Asterids,Solanales,Solanum_ptychanthum,45838
NMDZ,,,,,,,Core_eudicots/Asterids,Solanales,Solanum_sisymbriifolium,205582
,,,,,,Stuberosum_v6.1,Core_eudicots/Asterids,Solanales,Solanum_tuberosum,
LQJY,,,,,,,Core_eudicots/Asterids,Solanales,Solanum_xanthocarpum,223891
BAHE,,,,,,,Core_eudicots/Asterids,Lamiales,Solenostemon_scutellarioides,4142
TEZA,,,,,,,Core_eudicots/Asterids,Asterales,Solidago_canadensis,59297
BLVL,,,,,,,Core_eudicots/Rosids,Rosales,Sorbus_koehneana,691237
Sorbi_v2.1,,,,,,Sbicolor_v3.1.1,Monocots/Commelinids,Poales,Sorghum_bicolor,
BNTL,,,,,,,Core_eudicots/Asterids,Ericales,Souroubea_exauriculata,164987
TJES,,,,,,,Eudicots,Caryophyllales,Spergularia_media,545670
MXDS,,,,,,,Chlorophyta_algae,Chlamydomonadales,Spermatozopsis_exsultans,1108794
ENAU,,,,,,,Chlorophyta_algae,Chlamydomonadales,Spermatozopsis_similis,3192
HERT,,,,,,,Liverworts,Sphaerocarpales,Sphaerocarpos_texanus,37410
,,,,,,Smagellanicum_v1.1,Bryophytes,Sphagnales,Sphagnum magellanicum,
,,,,,,Sfallax_v1.1,Bryophytes,Sphagnales,Sphagnum_fallax,
GOWD,,,,,,,Bryophytes,Sphagnales,Sphagnum_lescurii,128211
RCBT,,,,,,,Bryophytes,Sphagnales,Sphagnum_palustre,13805
UHLI,,,,,,,Bryophytes,Sphagnales,Sphagnum_recurvum,81808
,,,,,,Soleracea_Spov3,Eudicots,Caryophyllales,Spinacia_oleracea,
Spipo_v2,,,,,,Spolyrhiza_v2,Monocots/Commelinids,Alismatales,Spirodela_polyrhiza,
HAOX,,,,,,,Charophyta_algae,Zygnematales,Spirogyra_sp,3181
NNHQ,,,,,,,Chlorophyta_algae,Spirotaenia,Spirotaenia_minuta,1408785
VYGG,,,,,,,Core_eudicots/Rosids,Crossosomatales,Stachyurus_praecox,85277
MFEA,,,,,,,Core_eudicots/Rosids,Celastrales,Stackhousia_spathulata,50537
KAWQ,,,,,,,Acrogymnospermae,Cycadales,Stangeria_eriopus,34343
,,,,,,Spinnata_v1.1,Core_eudicots/Rosids,Brassicales,Stanleya_pinnata,
PTLU,,,,,,,Core_eudicots/Rosids,Crossosomatales,Staphylea_trifolia,85280
ISHC,,,,,,,Charophyta_algae,Desmidiales,Staurastrum_sebaldi,292362
WCQU,,,,,,,Charophyta_algae,Desmidiales,Staurodesmus_convergens,266103
RPRU,,,,,,,Charophyta_algae,Desmidiales,Staurodesmus_omearii,292379
VBHQ,,,,,,,Monocots/Commelinids,Pandanales,Stemona_tuberosa,167572
ZLQE,,,,,,,Chlorophyta_algae,Chlamydomonadales,Stephanosphaera_pluvialis,51712
LNSF,,,,,,,Bryophytes,Hypnales,Stereodon_subimponens,
WXRI,,,,,,,Chlorophyta_algae,Prasiolales,Stichococcus_bacillaris,37433
JMUI,,,,,,,Chlorophyta_algae,Chaetophorales,Stigeoclonium_helveticum,55999
UOEL,,,,,,,Monocots/Commelinids,Zingiberales,Strelitzia_reginae,255355
WEAC,,,,,,,Core_eudicots/Asterids,Lamiales,Strobilanthes_dyeriana,34267
GGJD,,,,,,,Core_eudicots/Asterids,Gentianales,Strychnos_spinosa,99302
FXGI,,,,,,,Core_eudicots/Asterids,Asterales,Stylidium_adnatum,482951
KLGF,,,,,,,Acrogymnospermae,Pinales,Sundacarpus_amarus,120640
CAQZ,,,,,,,Core_eudicots/Asterids,Dipsacales,Symphoricarpos_sp,13701
UYFR,,,,,,,Rhodophyta_algae,Ceramiales,Symphyocladia_latiuscula,396806
JPDJ,,,,,,,Core_eudicots/Asterids,Ericales,Symplocos_tinctoria,98319
WRPP,,,,,,,Core_eudicots/Asterids,Ericales,Synsepalum_dulcificum,3743
GRKU,,,,,,,Bryophytes,Pottiales,Syntrichia_princeps,487417
DBYD,,,,,,,Outgroup,Chrysophyta,Synura_petersenii,52555
VKVG,,,,,,,Outgroup,Chrysophyta,Synura_sp,2003110
NEBM,,,,,,,Core_eudicots/Rosids,Myrtales,Syzygium_macranthum,1799633
FGDU,,,,,,,Core_eudicots/Rosids,Myrtales,Syzygium_paniculatum,219897
UTQR,,,,,,,Core_eudicots/Asterids,Lamiales,Tabebuia_umbellata,1799634
QSNJ,,,,,,,Acrogymnospermae,Pinales,Taiwania_cryptomerioides,50187
SKQD,,,,,,,Bryophytes,Takakiales,Takakia_lepidozioides,37425
SILJ,,,,,,,Monocots/Commelinids,Pandanales,Talbotia_elegans,72649
LKKX,,,,,,,Eudicots,Caryophyllales,Talinum_sp,107600
HTDC,,,,,,,Eudicots,Caryophyllales,Tamarix_chinensis,189791
DUQG,,,,,,,Core_eudicots/Asterids,Asterales,Tanacetum_parthenium,127999
WWKL,,,,,,,Core_eudicots/Rosids,Huerteales,Tapiscia_sinensis,112844
FHST,,,,,,,Acrogymnospermae,Pinales,Taxodium_distichum,28982
WWSS,,,,,,,Acrogymnospermae,Pinales,Taxus_baccata,25629
ZYAX,,,,,,,Acrogymnospermae,Pinales,Taxus_cuspidata,99806
CTSS,,,,,,,Core_eudicots,Saxifragales,Tellima_breviflora,1799635
AJJE,,,,,,,Core_eudicots/Rosids,Myrtales,Terminalia_neotaliala,1799636
NGRR,,,,,,,Core_eudicots/Asterids,Ericales,Ternstroemia_gymnanthera,107827
CGDN,,,,,,,Acrogymnospermae,Pinales,Tetraclinis_sp,13716
HVBQ,,,,,,,Bryophytes,Tetraphidales,Tetraphis_pellucida,37420
HVNO,,,,,,,Chlorophyta_algae,Chlorodendrales,Tetraselmis_chui,63592
DUMA,,,,,,,Chlorophyta_algae,Chlorodendrales,Tetraselmis_cordiformis,426497
HHXJ,,,,,,,Chlorophyta_algae,Chlorodendrales,Tetraselmis_striata,3165
BBBA,,,,,,,Core_eudicots/Rosids,Vitales,Tetrastigma_obtectum,345136
SZPD,,,,,,,Core_eudicots/Rosids,Vitales,Tetrastigma_voinierianum,345143
SWGX,,,,,,,Core_eudicots/Rosids,Myrtales,Tetrazygia_bicolor,263337
LRRR,,,,,,,Core_eudicots/Asterids,Lamiales,Teucrium_chamaedrys,53176
GBVZ,,,,,,,Eudicots,Ranunculales,Thalictrum_thalictroides,46969
MROH,,,,,,,Leptosporangiate_Ferns,Polypodiales,Thelypteris_acuminata,65714
Theca_v1.1,,,,,,,Core_eudicots/Rosids,Malvales,Theobroma_cacao,
,,,,,,Tintermedium_v2.1,Monocots/Commelinids,Poales,Thinopyrum_intermedium,
AXAF,,,,,,,Core_eudicots/Rosids,Cucurbitales,Thladiantha_villosula,1045188
,,,,,,Tarvense_v1.1,Core_eudicots/Rosids,Brassicales,Thlaspi_arvense,
EEMJ,,,,,,,Bryophytes,Hypnales,Thuidium_delicatulum,94606
VFYZ,,,,,,Tplicata_v3.1,Acrogymnospermae,Pinales,Thuja_plicata,3316
NKIN,,,,,,,Acrogymnospermae,Pinales,Thujopsis_dolabrata,13727
IYDF,,,,,,,Core_eudicots/Asterids,Lamiales,Thymus_vulgaris,49992
XBKS,,,,,,,Monocots/Commelinids,Poales,Thyridolepis_mitchelliana,1042618
WCOR,,,,,,,Monocots/Commelinids,Poales,Thyridolepis_multiculmis,1056942
EWXK,,,,,,,Leptosporangiate_Ferns,Cyatheales,Thyrsopteris_elegans,361528
SLOI,,,,,,,Core_eudicots,Saxifragales,Tiarella_polyphylla,61222
ZQRI,,,,,,,Bryophytes,Timmiales,Timmia_austriaca,108613
ALVQ,,,,,,,Ferns,Psilotales,Tmesipteris_parva,1498955
HQOM,,,,,,,Acrogymnospermae,Pinales,Torreya_nucifera,50189
EFMS,,,,,,,Acrogymnospermae,Pinales,Torreya_taxifolia,156149
KFZY,,,,,,,Core_eudicots/Asterids,Asterales,Tragopogon_castellanus,261642
DDRL,,,,,,,Core_eudicots/Asterids,Asterales,Tragopogon_dubius,45322
KGJF,,,,,,,Core_eudicots/Asterids,Asterales,Tragopogon_porrifolius,13731
FUPX,,,,,,,Core_eudicots/Asterids,Asterales,Tragopogon_pratensis,41653
ZKPF,,,,,,,Monocots/Commelinids,Asparagales,Traubia_modesta,112580
NKXU,,,,,,,Chlorophyta_algae,Trebouxiales,Trebouxia_arboricola,53268
NATT,,,,,,,Chlorophyta_algae,Trentepohliales,Trentepohlia_annulata,374116
TNVE,OMYK,QNIK,,,,,Eudicots,Caryophyllales,Trianthema_portulacastrum,3548
KVAY,,,,,,,Core_eudicots/Rosids,Zygophyllales,Tribulus_eichlerianus,66647
,,,,,,Tpratense_v2,Core_eudicots/Rosids,Fabales,Trifolium_pratense,
COCP,,,,,,,Monocots/Commelinids,Alismatales,Triglochin_maritima,55501
YXNR,,,,,,,Monocots/Commelinids,Poales ,Triodia_bynoei,751725
,,,,,,Taestivum_v2.2,Monocots/Commelinids,Poales,Triticum_aestivum,
SWOH,,,,,,,Eudicots,Trochodendrales,Trochodendron_aralioides,4407
MYZV,,,,,,,Core_eudicots/Rosids,Brassicales,Tropaeolum_peregrinum,147028
GAMH,,,,,,,Acrogymnospermae,Pinales,Tsuga_heterophylla,3359
PPQR,,,,,,,Monocots/Commelinids,Poales,Typha_angustifolia,59011
BRUD,,,,,,,Monocots/Commelinids,Poales,Typha_latifolia,4733
YMES,,,,,,,Monocots/Commelinids,Alismatales,Typhonium_blumei,228855
CQMG,,,,,,,Core_eudicots/Rosids,Rosales,Ulmus_alata,24736
ZRIN,,,,,,,Core_eudicots/Asterids,Lamiales,Uncarina_grandidieri,4184
FIDQ,,,,,,,Outgroup,Outgroup,Undaria_pinnatifida,74381
RCAH,YLWW,,,,,,Monocots/Commelinids,Poales,Uniola_paniculata,110913
KOFB,,,,,,,Monocots/Commelinids,Asparagales,Urginea_maritima,82070
,,,,,,Ufusca_v1.1,Monocots/Commelinids,Poales,Urochloa_fusca,
RAWF,,,,,,,Chlorophyta_algae,Chaetophorales,Uronema_belka,104536
WKCY,,,,,,,Core_eudicots/Rosids,Rosales,Urtica_dioica,3501
HRUR,,,,,,,Core_eudicots/Asterids,Lamiales,Utricularia_sp,13747
PSJT,,,,,,,Magnoliids,Magnoliales,Uvaria_microcarpa,174978
,,,,,,Vdarrowii_v1.2,Core_eudicots/Asterids,Ericales,Vaccinium_darrowii,
FFFY,,,,,,,Core_eudicots/Asterids,Dipsacales,Valeriana_officinalis,19953
THDM,,,,,,,Monocots/Commelinids,Asparagales,Vanilla_planifolia,51239
XXYA,,,,,,,Core_eudicots/Asterids,Lamiales,Verbascum_sp,39257
GCFE,,,,,,,Core_eudicots/Asterids,Lamiales,Verbena_hastata,443381
HLJG,,,,,,,Core_eudicots/Asterids,Dipsacales,Viburnum_odoratissimum,237951
,,,,,,Vunguiculata_v1.2,Core_eudicots/Rosids,Fabales,Vigna_unguiculata,
NJLF,,,,,,,Core_eudicots/Rosids,Malpighiales,Viola_canadensis,97421
LPGY,,,,,,,Core_eudicots/Rosids,Malpighiales,Viola_tricolor,214053
DMLT,,,,,,,Core_eudicots/Asterids,Lamiales,Vitex_agnusCastus,54477
Vitvi_Genoscope.12X,,,,,,Vvinifera_v2.1,Core_eudicots/Rosids,Vitales,Vitis_vinifera,
QWRA,,,,,,,Chlorophyta_algae,Chlamydomonadales,Vitreochlamys_sp,78181
NDUV,,,,,,,Leptosporangiate_Ferns,Polypodiales,Vittaria_appalachiana,57323
SKYV,,,,,,,Leptosporangiate_Ferns,Polypodiales,Vittaria_lineata,38538
JWGT,WRSL,,,,,,Chlorophyta_algae,Chlamydomonadales,Volvox_aureus,47287
,,,,,,Vcarteri_v2.1,Chlorophyta_algae,Chlamydomonadales,Volvox_carteri,
ISPU,,,,,,,Chlorophyta_algae,Chlamydomonadales,Volvox_globator,51718
TOXE,,,,,,,Acrogymnospermae,Gnetales,Welwitschia_mirabilis,3377
AUDE,,,,,,,Acrogymnospermae,Pinales,Widdringtonia_cedarbergensis,13760
RMWJ,,,,,,,Core_eudicots/Rosids,Fabales,Wisteria_floribunda,3922
RSCE,,,,,,,Acrogymnospermae,Pinales,Wollemia_nobilis,56998
YQEC,,,,,,,Leptosporangiate_Ferns,Polypodiales,Woodsia_ilvensis,872911
YJJY,,,,,,,Leptosporangiate_Ferns,Polypodiales,Woodsia_scopulina,1498956
EDEQ,,,,,,,Core_eudicots/Asterids,Gentianales,Wrightia_natalensis,992810
ZSSR,,,,,,,Core_eudicots/Asterids,Fabales,Xanthicercis_zambesiaca,53932
GBGT,,,,,,,Charophyta_algae,Desmidiales,Xanthidium_antilopaeum,184534
UBLN,,,,,,,Core_eudicots/Asterids,Asterales,Xanthium_strumarium,318068
SART,,,,,,,Monocots/Commelinids,Asparagales,Xeronema_callistemon,51387
AFLV,,,,,,,Monocots/Commelinids,Liliales,Xerophyllum_asphodeloides,117929
QOXT,,,,,,,Monocots/Commelinids,Pandanales,Xerophyta_villosa,1289423
XKPS,,,,,,,Eudicots,Santalales,Ximenia_americana,50174
YBML,,,,,,,Monocots/Commelinids,Asparagales,Yucca_brevifolia,101622
ICNN,,,,,,,Monocots/Commelinids,Asparagales,Yucca_filamentosa,55960
BERS,,,,,,,Eudicots,Caryophyllales,Zaleya_pentandra,323199
,,,,,,Zmays_RefGen_V4,Monocots/Commelinids,Poales,Zea_mays,
DPFW,,,,,,,Monocots/Commelinids,Asparagales,Zephyranthes_treatiae,1263248
BDJQ,,,,,,,Monocots/Commelinids,Zingiberales,Zingiber_officinale,94328
ZHEE,,,,,,,Core_eudicots/Rosids,Rosales,Ziziphus_jujuba,326968
,,,,,,Zmarina_v3.1,Monocots/Commelinids,Alismatales,Zostera_marina,
STKJ,,,,,,,Charophyta_algae,Desmidiales,Zygnema_sp,485946
MFZO,,,,,,,Charophyta_algae,Zygnematales,Zygnemopsis_sp,35868